"(116947250583804/174186402012605, 0, 0, 0, 0, 0, 0, 0, 0, 10716459362244035/5643639425208402, 1720504725212749/3135355236226890, 40812669921476383/28218197126042010, 11442036095342137/9406065708680670, 1791519711869327/5643639425208402, -23437997127926/1567677618113445, 0, 1805521513594369/56436394252084020, -2412587746761383/9406065708680670, -135594303191273/9406065708680670, 3256478222393/174186402012605, 59420933326646/522559206037815, 0, 0, 109739207411507/3762426283472268, 2412587746761383/9406065708680670, 2412587746761383/9406065708680670, 0, 0, 0, 33549116677546/4703032854340335, 62288825440099/1881213141736134, 59420933326646/522559206037815, 0, 0, 1161321511442153/18812131417361340, 59420933326646/522559206037815, 0, 0, -770647147945981/3762426283472268, 0, 0, -5059377090597/7573321826635, 0, 0, 2218165500337127/3135355236226890, -8276938916812/174186402012605, 0, 0, 34610423122046/174186402012605, 16773200882748/34837280402521, 0, 0, -119334775125812/522559206037815, 0, 0, 0, 0, 0, 0, 1165063907114/151710737236785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1165063907114/151710737236785, 0, 0, 0, 1165063907114/151710737236785, 0, 0, 0, 0, 0, 183027912984/34837280402521, -1494638267297444/940606570868067, -4677693707314601/910264423420710, -2063497606449731/5643639425208402, 3805081922551895/5643639425208402, -4852268156804/34837280402521, 0, 14095700097128099/56436394252084020, 7883244788026/522559206037815, -210971055093656/4703032854340335, 4948469124009097/4703032854340335, 0, 0, -10530484356935221/56436394252084020, 38048483607106444/14109098563021005, 3686384646634747/3135355236226890, 0, 0, 15636703461052187/28218197126042010, 1888561486340011/28218197126042010, 16561146823832/174186402012605, 0, 1246141812921107/6270710472453780, 732128532213014/1567677618113445, 0, 117818536597807/2453756271829740, 0, -11560217825899907/9406065708680670, -20330407156661083/1881213141736134, 82231665218964/174186402012605, 93777047399/7573321826635, -437266353542293/4703032854340335, 0, 0, 3540729753637669/56436394252084020, 6728203140643/174186402012605, 185396566147441/940606570868067, 0, 0, 5173029414822293/56436394252084020, 295118412070/34837280402521, 0, 0, 4259971486549/3762426283472268, 0, 0, -5853073593769279/14109098563021005, 0, 149605673362307/9406065708680670, 25281086657450/313535523622689, 80074793128787/174186402012605, 437266353542293/4703032854340335, 0, 0, -2844556939758313/56436394252084020, 437266353542293/4703032854340335, 0, 0, -3456837602379217/56436394252084020, 0, 0, 13673214674258/4703032854340335, 0, 0, -12443283298811/16856748581865, -177428369021551/940606570868067, 0, 0, -502947348010895/5643639425208402, 0, 0, -410883241242934/14109098563021005, 0, 149605673362307/9406065708680670, -252147993150223/313535523622689, 0, 0, -1077813237290144/2821819712604201, 0, 149605673362307/9406065708680670, 6216024770356/50570245745595, 0, 0, 719617596294811/1567677618113445, -19597584662541/174186402012605, 53901931588964/174186402012605, 0, 0, -6251751020338/34837280402521, -3082334796824/174186402012605, 0, 0, 6359198272595/40895937863829, 0, 0, 0, 0, 0, 0, 233643817646338/2821819712604201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 233643817646338/2821819712604201, 0, 0, 0, 233643817646338/2821819712604201, 0, 0, 0, 0, 0, 14710377829324/34837280402521, 40513823688079829/28218197126042010, 150224242494012883/28218197126042010, -16295351092343677/28218197126042010, 11189501387628767/9406065708680670, 257590208706598/1567677618113445, 0, -11538962427767263/56436394252084020, 401487284821823/4703032854340335, 1789860327237278/14109098563021005, -10379058795831214/14109098563021005, 0, 0, 5819559113391703/28218197126042010, -17068873808879201/4703032854340335, 4586400827854354/14109098563021005, 0, 0, -18399130185129833/56436394252084020, 3975546085860712/2821819712604201, -113110726669513/1567677618113445, 0, -1483391555829997/9406065708680670, -183210679866908/313535523622689, 0, 841412944531991/5643639425208402, 0, 19302393094301456/14109098563021005, 345470639436261163/28218197126042010, -624029126698217/1226878135914870, -1598015833015511/9406065708680670, 993186155852714/14109098563021005, 0, 0, -612344755965691/28218197126042010, -9554024080301/303421474473570, -3269816145927232/14109098563021005, 0, 0, -883944909140885/11287278850416804, -51834020441654/522559206037815, 0, 0, 161880970357189/613439067957435, 0, 0, -227055785663911/3135355236226890, 0, 500228285383427/28218197126042010, -34308569798760923/28218197126042010, -4779311207506229/14109098563021005, -993186155852714/14109098563021005, 0, 0, 14900791797531/348372804025210, -993186155852714/14109098563021005, 0, 0, 506961506378947/28218197126042010, 0, 0, -299837570828812/14109098563021005, 0, 0, 2192966952485636/4703032854340335, 1870297594002574/14109098563021005, 0, 0, 296749310549633/3762426283472268, 0, 0, -721865305356989/28218197126042010, 0, 500228285383427/28218197126042010, -429440726162054/2821819712604201, 0, 0, 256148451424477/1045118412075630, 0, 500228285383427/28218197126042010, -10513262864793287/9406065708680670, 0, 0, -2371539879110716/14109098563021005, -5552143590652/174186402012605, 0, 0, 34610423122046/174186402012605, -78986591121628/174186402012605, 0, 0, -25013245888322/151710737236785, 0, 0, 0, 0, 0, 30824581385164/1567677618113445, 0, 0, 0, 0, 119754071124304/940606570868067, 4879413292112/174186402012605, 0, 0, -355316440401431/4703032854340335, 0, 0, 311825167846532/940606570868067, 0, -297327007468996/313535523622689, 3858343338640/313535523622689, 0, 0, 0, 0, 0, -516688762770296/1567677618113445, 0, 0, 0, 0, -2261395198837318/14109098563021005, 0, 0, 0, 54555464221342/4703032854340335, 0, 0, 252578745081268/1567677618113445, 0, 0, -183027912984/34837280402521, 0, 0, 0, 0, 516688762770296/1567677618113445, 0, 0, 0, 516688762770296/1567677618113445, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2425061591501344/14109098563021005, 0, 0, 252578745081268/1567677618113445, 0, 0, 0, 0, 0, 252578745081268/1567677618113445, 0, 0, 0, 0, 0, 7630997078896/174186402012605, 0, -70896270775792/313535523622689, 307404491998136/4703032854340335, -11390860730497177/14109098563021005, 0, 0, -3089993814285997/11287278850416804, 35575134333835214/14109098563021005, -28941915494231585/5643639425208402, 0, 0, -2740176237948923/3762426283472268, -10298109186306461/28218197126042010, -16561146823832/174186402012605, 0, -1288735945528903/28218197126042010, 658346842947502/1567677618113445, 0, -6083161397693971/56436394252084020, 0, -625836998089739/28218197126042010, -200439775754679851/28218197126042010, -362976098483042/1567677618113445, 3501198401984/204479689319145, 0, 0, 75520794674627/348372804025210, 272059955661472/14109098563021005, 0, 0, 465057663821941/3135355236226890, 0, 0, 3035712574613218/14109098563021005, 0, -78789573192128/522559206037815, 65030448737628/174186402012605, 48273759906130988/14109098563021005, 0, 0, 11781925098830641/28218197126042010, 0, 0, -946135930995218/2821819712604201, 0, 37507891337927/40895937863829, 756967962955958/1567677618113445, -46431390295564/1567677618113445, 0, -1680435681989609/28218197126042010, 0, 6497583050065487/14109098563021005, 12061617434432633/14109098563021005, 0, -15891238539377/16856748581865, -41954317030193152/4703032854340335, -9915687726536/1567677618113445, 80074793128787/174186402012605, -283129987626791/2821819712604201, 0, 0, -88459899123161/606842948947140, -87495713800297/940606570868067, 0, 0, 1448949346665973/56436394252084020, 0, 0, -264620243813384/2821819712604201, 0, 426828440776438/1567677618113445, -397911673918517/522559206037815, -1258205679539621/4703032854340335, 0, 0, -23978790173071/627071047245378, 0, 0, -735151076676113/4703032854340335, 0, 1895373528455503/28218197126042010, -5341410918286357/1567677618113445, 0, 0, -9048262321951441/28218197126042010, 0, -84646995940003/9406065708680670, -58973318553802/313535523622689, 0, -34593497513473/313535523622689, 1111103952623963/2821819712604201, -19597584662541/174186402012605, -897515053300/122687813591487, 0, 0, -1028800062774085/5643639425208402, 0, 0, 683439777731354/14109098563021005, 0, -426828440776438/1567677618113445, 4056630551792/174186402012605, 0, 0, 1282095539156914/14109098563021005, 0, -426828440776438/1567677618113445, 4056630551792/174186402012605, 0, 0, 34262716116344/940606570868067, 0, 0, 0, 5163242442819569/28218197126042010, 0, -1074657258137756/14109098563021005, 3593107591885196/1567677618113445, 0, -34593497513473/313535523622689, 991477429064066/2821819712604201, 0, 0, -34593497513473/313535523622689, 901579327450048/4703032854340335, 0, 74419899830948/174186402012605)",False,0,0,228,0,2362402223243636622349540363035993562888964/5284972665738335537475932770330498908345125,False
"(-1, 0, 0, 0, -1, -2, -1, 0, -1, -1, 1, -1, 0, -2, 0, 0, 1, 2, 1, -1, 1, -2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, -1, 0, 0, 0, 2, 0, 4, -1, -4, 0, 2, 2, -1, 0, 1, -2, -2, 0, 0, -1, 3, 3, 1, 1, -1, 0, 2, 0, 0, -1, 1, 0, 0, 1, 1, -1, -3, 0, 0, -1, -1, 1, -1, 0, -1, -2, 0, -1, 0, 1, 0, 0, 0, -1, 0, 0, 1, 0, -1, -1, 0, 2, -1, 1, 0, 0, 0, 1, 3, 0, 0, -1, 0, 0, 2, 0, 2, 0, 1, 1, 0, -1, -1, 0, -1, 2, 1, 0, 0, 1, 2, 0, -1, 0, 0, 0, 2, -2, -1, 0, 1, 1, 0, 0, -2, 0, -4, 0, 1, 0, 0, -2, 0, -2, 0, -1, 0, 1, 1, 0, -1, 0, 1, 0, -1, 0, -1, 2, -2, 3, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, -3, 0, -1, 3, 0, 0, -1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -1, 1, 0, -1, -1, -2, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, -2, 0, -3, 0, 0, 0, 0, 1, 0, 2, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 4, 1, 0, 1, 0, 0, 2, 0, 0, -1, 0, 0, 0, 1, 1, 1, -4, 0, 0, 0, 1, 0, 1, 0, 0, -2, 0, 0, 2, -1, 0, -1, 0, -2, 0, -1, 0, -1, -2, 0, 0, -1, -1, 1, -1, -1, 1, 0, -2, 0, 0, 0, -1, -1, 0, -1, 0, 0, 1, -2, 1, 2, 0, 0, -1, 0, 0, 1, 0, 1, 0, -2, 0, 0, 0, 1, -1, -2, 0, 0, 0, 2, -1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, -1, 0, -1, -3, 0, -1, 2, 1, 0, 0, -2, 1, 1, 1, 0, -1, 0, 0, -2, 0, -1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, -1, -1, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, -1, 0, -2, 0, 1, 0, 1, 0, 1, -1, -1, -1, -2, 0, -1, 1, 0, 2, 0, -1, 2, -1, 0, 0, 5, 1, 0, 0, 0, 0, -1, 0, -2, 0, 1, 0, 0, 0, 0, 0, 0, 1, -1, -2, 0, 1, 0, 1, 0, -1, 0, 1, -1, -1, 0, 0, 2, 0, 0, 0, 0, 2, 0, -2, 0, -3, 1, 3, 0, -3)",False,7293,7292,228,-264,-9,False
