"(3/5, 0, 0, 2/5, 1/5, -1/5, 2/5, -2/5, -1/5, 4/5, -3/5, -3/5, 4/5, -2, -1/5, -3/5, 8/5, 1/5, 0, 0, 0, 0, -1/5, 2/5, 1/5, 3/5, -1/5, 2/5, 0, -3/5, -2/5, 2/5, -1/5, -3/5, 0, -1/5, 1/5, 4/5, -3/5, 1, -3/5, 6/5, -2/5, -2/5, 1, 1/5, 3/5, 1/5, 6/5, 0, 2/5, 0, -1/5, -1/5, 2/5, 1/5, -2/5, 3/5, -1/5, -2/5, 0, -2/5, 2/5, 0, 1/5, 2/5, -1/5, 1/5, -2/5, 2/5, 1/5, 0, 0, 0, 0, -1/5, 1/5, -1/5, 0, -2/5, -4/5, 1, -8/5, 3/5, 0, 1, -3/5, 9/5, 1/5, -3/5, 1, 0, -2/5, -2/5, 4/5, -1/5, -2/5, -2, 4/5, 0, 8/5, -3/5, -2/5, -6/5, 0, 1/5, 1, -4/5, 0, 0, 0, 1/5, 0, 0, 0, -2/5, -1/5, 1/5, 3/5, -1, 0, 0, -2/5, -1/5, -1/5, -3/5, 1/5, -2/5, -1, -1/5, -1, 0, -2/5, -1/5, 2/5, -2/5, 2/5, 3/5, -2/5, 6/5, 1/5, 2/5, 0, 0, 1/5, 3/5, 4/5, 3/5, -2/5, 2/5, 1, -4/5, 3/5, -1/5, 1, 2/5, -4/5, 0, -2/5, -1/5, -2/5, -3/5, -7/5, 3/5, -1, -4/5, -1, 1/5, -3/5, -1/5, -4/5, 1, 1, -3/5, -3/5, -1/5, 0, -1, 0, 0, -1/5, 1/5, 2/5, 1/5, 1/5, -1/5, -2/5, 2/5, 1/5, 1, 2/5, -3/5, 0, 3/5, -4/5, 0, 3/5, -1/5, -3/5, 3/5, -2/5, 1, -1, -1/5, 0, -1/5, -1/5, 1, -4/5, -2/5, 4/5, -2/5, -1/5, -1/5, 0, 1/5, -1, -1, 8/5, 0, 1, -4/5, 2/5, -6/5, -2/5, 6/5, 3/5, -2/5, 0, 4/5, -1/5, 1/5, 0, -2/5, -1/5, -3/5, -2/5, -2/5, -1/5, -1/5, 0, 0, 0, -1/5, 2/5, -2/5, 0, 0, -3/5, 4/5, 2/5, 0, 1/5, -3/5, 0, -1/5, 1/5, 1/5, 3/5, 1/5, 3/5, -1, 2/5, 2/5, -1, 0, 0, -4/5, -2/5, 3/5, 1, 0, -1, -1/5, 1/5, 1/5, 0, -1/5, -2/5, 2/5, 3/5, -1/5, 3/5, 0, 3/5, 1/5, -3/5, 0, 0, 3/5, -2/5, -1/5, 2/5, 0, 2/5, 2/5, 1/5, 2/5, 3/5, 0, -1, -2/5, 2/5, 1/5, 3/5, -7/5, 3/5, -2/5, 3/5, 6/5, -3/5, 0, -2/5, -2/5, -1/5, 1/5, 1/5, 1/5, -1/5, -4/5, 4/5, -2/5, 2/5, 3/5, 1/5, -1/5, 2/5, 0, -1/5, 1/5, -1/5, 1/5, 0, -1/5, -1/5, 0, 1/5, 2/5, 0, 0, 0, -2/5, -2/5, 3/5, -1/5, 1/5, -3/5, -1/5, 3/5, -1/5, -1/5, -1/5, -1/5, 2/5, 0, -1/5, 1/5, -1/5, 4/5, -1/5, 2/5, 0, -1/5, -1/5, -1/5, -4/5, -1/5, 3/5, -2/5, -11/5, 0, 3/5, -2/5, -3/5, 1, -4/5, -1/5, -1/5, 3/5, -2/5, 0, 8/5, -1/5, -4/5, -7/5, -2/5, 1, -1/5, 2/5, 2/5, 4/5, -2/5, 1, 2/5, -1, -1/5, -7/5, 4/5, 3/5, 0, 0, 1, -1/5, 1, -3/5, 2/5, 3/5, -2/5, -2/5, -3/5, -1/5, 0, 1, 2/5, -2/5, 2/5, 1/5, 0, -3/5, 7/5, -2/5, 1/5, 1/5, -1/5, 1, 0, -2/5, 0, 0, -1/5, 0, 2/5, 1/5, -2/5, -3/5, 0, 2/5, -1/5, 1/5, 0, 0, 1/5, 1/5, 0, -1/5, 4/5, -3/5, -8/5, 3/5, -4/5, -1/5, -1/5, -2/5, 1/5, 0, -2/5, 2/5, 2/5, -1/5, -3/5, 0, -2/5, 2/5, -1, 0, 2/5, -1/5, -3/5, -3/5, 3/5, -1/5, 0, 2/5, 1/5, 1/5, 0, -1, -1/5, 2/5, 2/5, 4/5, 0, -4/5, -4/5, 2/5, -1, 4/5, 4/5, 4/5, 1/5, 2/5, -4/5, 4/5, -2/5, 1/5)",False,6987,6986,407,-88,2744/125,False
"(16, -20, -32, 4, -12, -16, 4, 20, -20, -32, 0, -8, 32, 12, -32, -4, 4, -8, 4, -20, -40, 0, 12, 4, -4, -16, 0, 8, 12, 8, -28, 16, 0, -4, 8, 4, 12, 8, 4, -4, -20, 8, 0, 0, -8, -24, -8, 8, 20, -4, -16, 4, 0, 0, -16, -4, -16, 12, -8, -8, -8, 12, -8, 4, 0, 12, -8, 0, 4, -8, 12, -20, 4, 12, 0, -16, 8, 0, -16, -12, -12, 0, -8, 24, 4, -4, -12, 20, -4, 0, 4, 0, 0, 8, 8, 12, -4, 4, 16, 20, -24, -4, -8, -16, 0, 0, 12, 12, -4, 0, -8, -12, 0, 0, -4, 0, -20, 0, 4, -24, -40, 4, 16, 0, 36, 16, 16, 0, 0, -4, 20, 4, 4, 12, 4, 8, 0, 4, 8, 0, 0, -4, 0, 4, 8, 8, 4, -8, -16, -4, 8, -12, -12, 4, -4, -4, 8, -12, 4, 8, -4, 0, 16, 0, 8, -28, -8, 32, 28, 0, -8, 16, -24, 24, 0, -4, -16, 0, -36, 0, 0, -8, 12, 4, -8, -8, 12, 4, 0, -16, 0, 24, 12, 16, -4, 40, -4, 12, -4, -16, -8, 28, -32, 12, -8, 20, -28, -4, 28, 12, 24, -24, 4, -12, 32, -52, 52, 4, 8, 12, -12, 4, 24, 64, 16, 20, -28, -12, 16, 24, -12, -24, 8, -20, -16, 28, 32, -8, 4, 0, -8, 20, 12, 0, 0, 32, -28, -12, 16, -28, -12, 0, 0, 24, 12, 20, 0, -12, -16, -52, -8, -36, 28, 12, -12, -24, 40, 40, 28, -12, 32, 0, -4, -4, -4, -12, 4, 4, -8, 4, 16, 8, 20, 16, -24, -4, 0, -16, 4, 4, 0, 8, -4, 4, -8, -4, 0, -8, 20, 8, 16, 0, 8, 16, -8, -12, 12, -4, 0, -8, -4, 16, 12, 12, 0, 4, 8, 4, 4, -20, 12, 4, -4, 24, 8, 16, 28, 0, -8, 16, 0, 0, 0, -20, 0, -4, 4, 0, -12, -8, -4, 0, 0, 4, 16, 4, 4, 4, -4, -20, 12, 8, 16, 12, 0, -4, 4, -12, 0, 0, 0, 16, 4, 0, -8, 24, -4, -12, -4, -16, 8, 8, 0, 4, 12, -8, -12, 0, 4, -12, -16, -12, 24, 0, 32, 20, 36, -4, -8, 0, 20, -8, 4, 4, -8, -8, 0, 12, 20, 8, -8, 4, -4, 8, 8, 32, -12, -16, -12, -12, 0, 8, 0, -8, 12, 8, 24, -8, -16, -16, 4, 12, 4, 8, 4, 4, 4, 0, 4, 0, 0, 4, 4, -4, 8, 0, -8, 4, 0, 0, -24, 12, -12, -16, 24, -24, 0, 4, -16, 0, 16, -24, -12, -4, 0, 12, -12, 0, -8, -8, 0, -12, 16, 0, 4, -20, 12, 4, 4, 4, -16, 4, 0, 4, 8, -12, 4, -4, -4, -4, 0, 0, 36, -24, -16, 20, -16, -28, 0, -16, -36, -8, 28, 4, 28)",False,7186,7185,407,-88,62272,False
