"(91/226, -13/452, 0, 39/452, -65/904, -91/452, 13/113, -13/226, -13/226, 91/452, 0, -39/904, -13/904, 13/452, 0, 0, -13/452, 0, 39/452, -13/226, -13/452, 13/226, 0, 91/452, 0, 0, 0, 13/904, 0, 0, 0, -13/226, -65/904, -13/904, -13/904, 13/226, 13/226, 13/904, -13/904, -26/113, 0, 13/452, 13/904, 143/904, 0, -39/904, 13/904, -39/226, 65/452, -169/452, -117/904, 143/904, -91/226, -65/452, 169/452, -65/226, 0, -143/904, -13/904, 39/904, -13/452, 65/904, 13/904, 0, 0, -39/904, 13/113, -351/904, 221/904, 13/226, 117/904, 325/904, 0, -117/904, 13/452, 39/904, 169/904, -26/113, 65/904, -117/904, -117/904, 13/904, 91/904, -13/904, -26/113, -13/452, 39/904, 65/452, 0, 0, 0, 0, 0, 0, -13/904, 247/904, 39/904, 0, 91/904, -13/452, 0, 0, -39/904, -39/904, -13/904, -13/904, 0, -13/904, 13/904, -13/452, 0, 39/904, 13/904, 0, 0, -117/452, -13/904, -39/904, 0, 0, 65/904, 0, 0, 39/226, -169/904, -65/904, -65/904, 13/904, -247/904, -13/904, 0, 13/904, 0, 0, 13/452, 0, 0, 0, -13/904, -39/904, 0, -13/904, 0, 13/226, 0, -65/904, 0, 0, 13/452, 169/452, 13/452, -117/904, -13/904, -117/904, -13/452, -39/226, -13/904, 0, 0, 91/904, 13/452, -13/904, 91/904, 13/452, 0, -13/452, 39/452, 39/226, -117/904, -65/226, -13/113, 65/452, -13/226, -13/452, 377/904, -65/452, 377/904, 13/452, -325/904, 429/904, -247/904, 65/904, 169/904, 117/452, 13/904, 39/904, 325/904, -13/904, -91/226, -65/226, -13/904, -39/904, 325/904, 169/904, -143/904, 65/226, 13/452, 247/904, 299/904, 247/904, -13/452, 13/904, -195/904, 39/452, 299/904, -39/904, 13/452, -273/904, 13/904, 0, -13/904, 0, 0, 0, 0, -221/904, 0, -13/904, -13/226, -13/452, -13/904, 0, 39/904, 91/452, 13/452, -13/452, 0, -13/904, 0, 0, 13/904, 39/904, 13/226, 0, 39/904, 39/452, 0, -13/904, -13/452, 39/226, 39/452, 13/226, -39/904, -13/226, -13/904, 0, -13/113, -13/452, 65/904, -13/226, 13/904, -13/904, 39/452, 0, -13/452, 13/904, -13/452, 0, 13/904, -13/904, 0, 13/904, 0, -65/904, 0, -39/904, -39/452, -13/226, 0, 39/904, 0, 39/452, -13/226, -39/904, 13/904, 13/904, 13/904, 0, 0, -13/904, -13/452, 0, -13/452, -13/904, 39/452, 26/113, -13/226, 39/452, 403/904, 117/904, 91/452, -13/226, -143/904, 39/452, -143/452, -91/904, -13/452, -13/113, -91/452, -377/904, 39/904, 39/452, 169/452, -91/226, -13/113, -39/904, -13/226, -507/904, -377/904, -611/904, -13/904, -247/904, -65/904, 299/904, -91/452, -247/904, -13/904, 0, 169/904, -91/904, 195/452, 13/113, -65/904, -65/452, -91/904, -65/904, -13/226, 195/904, 117/452, -65/904, -117/904, -143/904, 39/452, 273/904, 13/904, -247/904, -91/904, 0, -91/452, -13/226, 13/452, 39/904, 39/904, -169/904, 13/452, 13/226, -39/904, 143/904, 13/226, 117/904, 117/904, -13/452, 325/904, -91/904, -195/904, 13/226, 91/452, -117/226, -91/452, -65/452, 117/904, 39/226, -143/904, 221/452, 221/904, -13/452, 91/452, -91/452, 13/226, 13/452, 0, 91/904, -65/904, 0, -39/904, -39/904, 13/904, 91/904, 39/452, -91/904, 91/904, -39/452, -39/904, 13/113, 39/452, -169/904, 13/113, -13/452, -91/904, -39/904, -65/904, 39/452, -65/904, 0, 39/904, 0, 0, 0, 13/452, -65/904, 0, -65/904, 0, 0, 0, 13/226, 39/904, -13/904, -65/904, -39/452, 65/452, -117/904, 13/904, 65/904, 13/904, -13/113, -13/904, -13/904, 0, 0, -39/904, 39/904, 65/452, 13/904, -13/904, 91/452, -13/904, 13/452, 13/904, 13/452, -13/452, -13/904, -13/904, -117/904, 65/904, 0, 117/904, -13/904, 65/452, 0, -13/904, -13/904, 13/452, 26/113, -13/113, -195/904, 117/904, 13/452, 0, -117/452, 169/904, 0, 143/904, -13/452, 39/226, 221/904, -117/452, 91/904, 273/904, 39/452, -39/904, -13/904, 0, -13/452, 26/113, 0, 13/904, -13/904, -91/904, 0, -91/904, 0, -13/904, 0, 0, 0, 0, 39/452, 0, 0, -195/904, -117/904, 13/113, 0, -117/904, 13/904, 117/452, 65/904, -65/904, -13/452, 13/452, 13/904, 39/904, 13/904, 117/904)",False,5380,5379,394,-101,9190051/46172704,False
"(6, 2, -2, -4, -4, -2, -4, 0, 0, -4, 0, 4, -10, 2, 0, 2, -4, -8, 8, 12, -6, 4, 2, -10, -2, 2, 2, 4, -2, 0, -2, 2, -4, 0, 0, -6, -4, 0, 2, 0, 4, 0, 2, 0, 0, 2, -6, -2, -2, -2, -6, 0, 6, 4, 2, -2, 4, -2, 0, 2, 4, 6, 0, 2, 0, 0, -12, -10, 6, 2, 4, 2, 0, -4, -4, 6, -4, 4, -16, -20, 0, -2, -2, 0, 4, -4, 0, 2, 0, 2, 0, 4, 2, 0, 6, -2, 6, -4, 2, -8, -4, 4, 8, 14, 2, 2, 4, 8, 8, -8, 0, 0, -2, -2, 8, -12, 8, -4, 4, -2, -2, 4, -4, -10, -4, -2, 4, 8, 2, 4, 0, 4, 2, -2, 2, 8, 0, -2, 2, -8, 0, 0, -2, -2, 2, -4, -2, 10, -4, 0, -2, 0, 6, 16, 2, -12, -2, 8, 4, 12, -2, 2, 0, 2, -8, -4, 2, 10, 6, 0, -4, -4, -4, -4, 0, -12, 0, -4, 4, 0, 0, -6, 0, -2, -6, 0, 4, 0, 0, -4, 0, 10, 0, -14, 2, -8, 4, 0, 2, 12, 0, 2, 12, -4, -2, 8, -12, -2, -2, 4, -2, 2, 0, 10, -8, 4, -8, 12, -2, 2, -8, -18, -14, -2, -6, 2, -6, -6, 2, 2, 2, 0, 2, -4, 0, -2, -4, 14, 4, 0, 4, 0, 2, 4, 2, -8, 0, 6, 8, 10, 2, -2, 2, -2, 0, 0, -4, 0, -8, 4, 0, 0, 4, 4, 0, -2, -4, -18, 12, -6, 0, 0, -4, -4, 0, 4, -8, 2, 4, -6, 0, 0, -2, -2, 10, 0, -8, 12, 4, 30, 2, 2, 4, 6, 0, -2, -4, -2, -8, -10, 4, -6, -10, -8, 0, 0, 4, -2, -6, 2, -6, -8, -2, 0, 0, 0, -2, 4, 0, 4, -2, 4, 4, 0, -2, 0, -4, -8, -2, 2, -4, 2, -2, 2, 6, 6, 4, 6, 0, -2, 4, -2, 2, 0, 2, 0, 6, 6, -4, 16, -2, -10, -6, -12, -18, 0, -2, -4, -2, -4, -14, -6, -4, -2, -4, 10, 6, 8, 8, 2, 0, 6, -4, -4, 0, 6, 0, -12, -2, -8, -10, -4, 0, 4, 6, -2, 0, -6, -2, -4, -6, 0, 2, 4, 0, -2, -2, 0, 0, 8, -6, -2, 4, -2, 0, -18, 8, 12, 2, 8, 8, 0, -10, -14, -2, 4, 10, -2, 0, -2, 2, 2, -2, -4, 2, 2, 6, -4, -8, 0, 0, -2, 2, -2, 0, 6, 0, -6, -2, -6, 6, -6, -8, -6, 0, -4, 4, 10, 12, -4, 0, -14, 0, 6, 4, 12, -6, 2, -4, 2, 4, 8, 4, 4, -2, -6, 4, 6, 8, -4, -16, 0, 2, 0, -2, -2, -8, -2, 2, -2, 20, 2, -2, 6, 0, 2, 18, 0, -6, -20, -2, 0, -2, -2, 6)",False,7360,7359,394,-101,-3016,False
